number,short_description,description,category,subcategory,priority,urgency,impact,state,assignment_group,opened_at,resolved_at,close_notes
INC0010104,Repeat complaint: customer inquiry error message not helpful,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103 (17 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 18)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-23 12:37:09,2026-06-24 05:38:32,"Confirmed expected-but-unhelpful behavior, explained to user, no code change made."
INC0010105,Third branch office this month reporting same SSC1 inquiry error,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104 (18 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 19)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-27 19:55:40,2026-06-27 22:05:05,"Same root cause as the last several tickets - duplicate confirmed, no fix applied, closed as workaround only."
INC0010106,SSC1 generic error now flagged by GSI partner during UAT,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105 (19 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 20)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-30 12:49:26,2026-07-01 06:03:37,"Logged and linked to the existing recurring-incident thread, no new investigation needed."
INC0010107,"Recurring SSC1 inquiry defect - still unresolved, escalating","User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106 (20 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 21)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-03 10:55:05,2026-07-03 16:37:50,Repeat of prior tickets on this screen. Flagged to app support backlog again.
INC0010108,Yet another branch reports the same SSC1 inquiry defect,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107 (21 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 22)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-06 07:11:21,2026-07-07 05:32:58,"Same signature (SQLCODE +100, LGICUS01/LGICDB01, SSC1) as every prior ticket in this thread."
INC0010109,Call center logs another complaint about SSC1 error wording,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108 (22 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 23)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-09 18:51:39,2026-07-10 03:03:27,"Same complaint logged by a different branch office user. Logged as recurring UX defect, no fix yet."
INC0010110,SSC1 inquiry defect - now tracked as top recurring incident,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109 (23 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 24)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-14 07:54:58,2026-07-14 22:33:58,Still only a workaround applied - permanent fix now prioritized for next sprint via Bob.
INC0010111,Cust Inquiry shows 'No data was returned' for unknown customer,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110 (24 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 25)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,In Progress,Mainframe Application Support,2026-07-17 19:55:16,,
INC0010112,SSC1 inquiry error message unclear for invalid customer number,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111 (25 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 26)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-20 11:55:39,2026-07-20 14:56:27,Duplicate of this exact defect - opening as Problem candidate given repeat count and business escalation.
INC0010113,Customer enquiry screen giving generic error again,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112 (26 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 27)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-23 13:43:04,2026-07-24 19:10:16,"Confirmed expected-but-unhelpful behavior, explained to user, no code change made."
INC0010114,Users confused by 'No data was returned' on customer lookup,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112, INC0010113 (27 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 28)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112, INC0010113
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-27 11:11:14,2026-07-28 05:01:28,"Confirmed expected-but-unhelpful behavior, explained to user, no code change made."
INC0010116,Repeat complaint: customer inquiry error message not helpful,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112, INC0010113, INC0010114, INC0010115 (29 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 30)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112, INC0010113, INC0010114, INC0010115
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-31 08:24:06,2026-08-01 11:29:14,"Root cause and fix implemented via IBM Bob (Z Architect mode): analysis captured in .bobz/issue-fix-1/issue-1-analysis.md, feature branch feature/issue-fix-1 created, LGTESTC1/LGICUS01 updated to check CA-RETURN-CODE and SQLCODE +100 explicitly and display 'Customer ID not found' via SSMAPC1. Change built with DBB User Build, pushed, and PR 'Issue Fix: 1' raised against the GitHub issue. Verified fix resolves all prior duplicate incidents in this thread. RCA screenshot from Bob attached as evidence."
INC0010115,SSC1 Cust Inquiry - non-specific error for missing customer,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112, INC0010113, INC0010114 (28 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 29)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102, INC0010103, INC0010104, INC0010105, INC0010106, INC0010107, INC0010108, INC0010109, INC0010110, INC0010111, INC0010112, INC0010113, INC0010114
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-07-31 13:22:27,2026-08-01 11:30:07,"Logged and linked to the existing recurring-incident thread, no new investigation needed."
